"","SBS1","SBS2","SBS3","SBS4","SBS5","SBS6","SBS7a","SBS7b","SBS7c","SBS7d","SBS8","SBS9","SBS10a","SBS10b","SBS10c","SBS10d","SBS11","SBS12","SBS13","SBS14","SBS15","SBS16","SBS17a","SBS17b","SBS18","SBS19","SBS20","SBS21","SBS22","SBS23","SBS24","SBS25","SBS26","SBS27","SBS28","SBS29","SBS30","SBS31","SBS32","SBS33","SBS34","SBS35","SBS36","SBS37","SBS38","SBS39","SBS40","SBS41","SBS42","SBS43","SBS44","SBS45","SBS46","SBS47","SBS48","SBS49","SBS50","SBS51","SBS52","SBS53","SBS54","SBS55","SBS56","SBS57","SBS58","SBS59","SBS60","SBS84","SBS85","SBS86","SBS87","SBS88","SBS89","SBS90","SBS91","SBS92","SBS93","SBS94","SBS95"
"00c27940-c623-11e3-bf01-24c6515278c0",0,166.926711405707,675.04970770086,2395.31259008232,0,120.925497426399,0,0,0,154.355202068303,757.434754259722,22.155863274324,0,22.6211609422333,0,0,0,2429.53862448167,0,0,0,487.709541030435,0,0,231.607418300291,105.824351413703,0,26.9047152838821,167.540870267804,0,479.017663298918,0,0,0,0,331.277176040735,0,0,13.1192969440538,77.4858679084094,0,0,0,73.8527674906325,0,0,3763.3013350135,0,0,0,517.396484400637,0,397.914979458756,0,0,0,149.165936209656,50.630332721295,0,0,0,0,0,0,102.226724318,0,0,0,0,0,0,0,0,0,0,3385.13614613009,139.93169993238,0,0
"00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7",527.014907192957,103.021260759366,0,0,0,0,0,0,64.3739649111796,0,99.6730500510917,0,0,0,260.150114443217,0,0,0,61.9311953103064,0,86.5609139908184,0,0,0,0,0,0,74.9243686602035,256.180377092283,0,0,0,197.556481016422,12.4839421387497,0,0,0,0,0,0,3.65727870320372,0,0,0,0,0,6157.82635831585,0,8.54149057087476,0,200.026176418905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.016575569517,0,0,42.0371643343267,0,0,0,353.592630287974,31.1463330025617,0,0
"00db4dc2-3ec7-4ff9-9233-d69c8c8a607f",610.68921189882,420.98927373161,0,0,1436.39498991676,0,118.050900003822,0,0,0,0,0,0,0,248.068644310992,0,0,0,719.91675625214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1834.60128157179,50.678392854636,0,0,0,0,0,29.4923400574485,0,0,0,0,0,0,0,0,0,0,205.773289608333,0,0,0,31.5956058914225,0,0,0,0,0,0,106.532903812445,0,0,0
"01658141-8398-4585-9f0f-8355dd9b0604",599.221827505126,8625.22745026518,0,0,0,235.506684937152,102.863713747432,0,0,0,0,0,0,127.598483700882,0,0,0,0,6209.5463465517,0,0,0,0,0,1262.79180430497,0,0,0,0,0,0,0,0,0,0,0,246.64654724481,0,0,0,0,0,0,0,0,0,1009.02545580067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0168a2a6-c3af-4d58-a51c-d33f0fc7876d",312.757566055279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506.294834056715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4428.14001104821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.1405826581169,0,0,0,0,0,0,0,0,0,0,523.675180719212,0,0,0
"0176cf1d-0760-4769-a493-277f4bb7585e",308.055044054697,973.675366766713,0,21576.6926026079,0,115.587240734071,0,0,0,0,643.771080468232,0,0,0,0,0,0,0,664.773950884717,166.612504382072,0,0,0,0,1806.93137846883,0,0,0,0,0,0,0,0,53.1593649350838,0,1944.14522070492,37.7707872758626,0,0,0,0,0,321.050385196726,0,0,584.23225643112,8961.21651568002,0,0,0,0,0,0,0,0,0,991.980651766334,311.860609977542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.112801782888,0,0,2785.39993322466,0,0,54.5424032736944
"0192d529-7340-45d8-a5f0-249cbb11ca19",569.551493573035,33.1897773750533,0,0,0,0,55.2669669293385,0,37.332852031962,17.2928190637584,163.356042250853,101.755827386085,0,14.0735847654417,0,7.68741121370657,0,0,30.9284989451532,0,97.9337194968055,130.718175194604,0,0,0,73.8809973139021,0,44.7694064448704,37.3018195224977,0,26.505064069224,0,0,0,0,0,0,24.1197927844067,91.8894461704851,0,55.4450007204515,0,86.6457148501941,183.408079853038,0,0,259.112975678081,0,0,0,118.767044974342,0,26.2912842133818,0,0,0,52.3189605019223,0,0,0,0,0,0,35.2342358840941,0,23.1686939219118,0,3.58676390625289,0,109.491192868915,0,7.14787923148215,149.344094137706,0,30.7828461126259,0,159.0254990685,0,0
"01b0848c-ae36-4ade-a3da-d297b003c99f",1248.39327515028,711.202402837266,6216.59468472913,0,0,0,35.7530081500256,0,47.5547185406194,0,4459.67403468951,0,0,14.203177930588,312.083880512192,0,0,0,1500.04389652843,538.001196468317,311.0098946381,0,0,0,0,22.1078470630764,33.3495342091137,0,0,0,0,1364.09983067327,0,0,0,0,0,0,587.556011322068,0,5.30333094099512,149.441266037156,0,0,0,591.586867386245,6833.88384222404,1517.65794425643,0,0,0,0,473.110414501118,0,0,0,802.400300460649,0,0,0,0,0,0,0,799.724848218773,0,0,0,0,219.997063265924,0,0,0,0,0,0,0,265.911735065737,0
"01c8e465-2b4e-4519-bdef-c3ac06b43eeb",104.739149702073,0,0,0,779.96413354503,0,2.00662269966511,3.94540463058467,48.8175805722904,0,585.135183973767,0,34.8035831249361,0,0,0,0,224.958316610384,0,0,0,12.1316012697761,0,0,0,122.722382684031,0,59.1357825107926,68.4039683486916,0,0,0,0,0,0,0,85.7393849766565,0,44.6242238741737,0,4.59647638380039,0,0,0,0,0,688.114487035937,0,122.735610648377,0,191.056299224982,0,0,0,0,0,124.956993663217,0,0,0,0,0,0,0,201.112826275384,0,0,74.9556524912084,412.836527510854,46.3955783918696,0,0,106.127600384693,22.3727191257969,0,100.399453429062,0,0,0
"01dc6872-c623-11e3-bf01-24c6515278c0",0,38.4663694295277,0,0,311.445207363618,0,0,0,0,0,0,0,0,0,0,0,0,2665.23263497157,0,0,172.959564368068,0,0,0,0,0,0,0,0,0,0,269.6321680167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835.8958837898,0,0,0,0,0,181.584888775366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2234.14075121584,0,0,146.143335674654
"01df36af-3617-40fc-9892-f54ce433cf71",354.881468853749,115.07121009332,0,0,946.78231059135,49.0682099140753,0,0,27.4132824217283,24.8102242648346,874.679220981977,0,11.1191861317826,3.90521953891874,0,0,0,0,127.735155098034,65.1925344522663,157.820429559842,0,0,0,0,105.191590587687,0,20.5338299305933,0,0,0,0,0,0,0,0,107.0633847833,3.78003272019702,198.272341333223,0,0,0,0,14.5069080091269,0,172.435484816732,1161.84294868792,0,0,0,0,0,0,0,0,0,213.701534986771,116.401205932368,0,0,0,0,0,0,121.34656734839,0,0,0.218514067141363,0,36.7880767400901,22.533168408044,85.6556852878325,215.643477159675,34.8878154289627,0,0,0.186634163902409,0,0
"020fab36-c7de-4933-b2bf-dc7b019a1326",983.38229069147,330.588463736677,1308.13181558702,0,1513.97538458366,242.230161265624,83.0558265539154,0,0,68.8662977944493,0,0,101.394701652858,0,194.812806355556,0,0,0,552.303383415185,0,194.265709095742,0,0,0,218.279735119377,0,0,107.859705810622,0,0,0,221.630342395999,0,46.8523315920075,0,501.677405803027,131.328037323005,0,0,0,119.522244787517,0,0,0,0,120.133244108635,2480.9825972632,0,0,0,0,0,26.0696747273743,0,0,0,169.435725439242,0,0,0,0,0,0,0,0,0,0,0,0,12.2946223774325,0,0,0,0,0,157.51190150755,0,0,0
"0250e6f7-2538-4d1f-a8ff-ca34a7057dde",1662.2773885435,776.070956304029,0,0,868.833648360443,383.467230412847,0,0,0,165.69673204538,668.090212499567,904.804776117482,0,15.0361525947625,459.24154961043,0,0,0,1477.04240703385,0,549.966242809038,0,1918.27805930759,3427.47174495046,2139.29979374349,0,0,76.3768035902092,0,0,0,841.495192150227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7807.74351658431,1301.42877016338,0,0,0,0,0,0,0,0,32.066350507736,0,0,0,0,0,0,92.5096406935881,273.040718664534,0,0,0,176.692820448451,36.2310707855,0,0,0,0,0,0,2061.13870831801,0,0
"02917220-6a7a-46a1-8656-907e96bef88e",0,0,0,0,0,0,0,0,0,0,0,12968.9372275595,0,0,0,0,0,0,0,0,0,0,0,1392.26018819394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02c6a893-49c5-49d1-8eb1-195021e70d52",325.279367983067,183.961788872892,0,0,74.3439696224142,65.5870386778302,145.867404488025,0,0,8.06677512058302,0,0,0,38.6884363480558,85.7193898390602,0,0,0,102.935467390613,0,188.31412716919,0,0,0,454.369988199517,81.8437028641066,0,12.2505584695673,0,0,1.50214916850803,57.6190759935299,0,0,0,0,0,0,90.8068812506252,0,0,0,4.29703748992223,0,0,0,552.632729252515,0,0,0,0,0,19.2819160611358,0,0,0,11.680444952132,5.80321113875264,0,0,0,0,0,12.4711269636753,46.59930682157,0,0,0,0,15.0180241787894,22.560146776566,0,0,0,0,145.293008144917,0,0,0
"02c97e2b-914e-4afc-bf50-78f0cfbfa67b",660.129674475631,65.7985713079103,0,0,186.28409865032,101.445671038293,1.91090531943656,42.5396970252623,0,65.6960611482734,226.764241997774,0,3.64431613703871,36.1872386198054,169.851309804317,0,0,0,63.3060596566238,0,70.5581622723794,134.124858544065,12.8318039478233,0,0,110.995805452146,0,67.9514663787947,0,0,0,129.693940166755,9.9036916811533,28.628345227209,0,0,0,0,122.403399818693,0,37.5702334311571,0,0,0,0,0,948.777957712305,8.59592651235138,0,0,0,0,25.4163172316275,0,0,0,104.834448172226,33.9997233193847,0,0,0,0,0,0,0,0,0,0,42.8494133162287,0,0.220059295051522,4.59839505149776,0,1.32637362477763,0,0,56.2110367887401,0,0
"02e5c36f-5bec-45e2-a048-875653b85ca1",770.028202504373,107.938602139425,0,0,609.912819525755,37.4082905627221,84.3714960388727,10.5610846861831,0,42.599988538984,342.321986530018,0,0,45.3731842771368,45.9466555110687,0,0,23.9287377758028,63.921986695809,0,172.575456537483,0,0,0.236252473990964,0,14.7372090153519,0,108.109710321187,395.809616947351,0,0,213.018552158006,0,0,0,0,0,0,0,10.951386655742,52.2591547276216,0,229.0253153221,0,0,0,403.514109724803,180.615915446031,0,0,0,0,60.4223701162492,0,0,0,144.310228218555,0,2.55923323088364,0,0,0,0,69.4950555067527,38.5149868563053,0,0,0,139.019009563892,0,23.9619523792231,0,0,0,0,450.211432829835,0,0,0
"030695f6-c623-11e3-bf01-24c6515278c0",35.5726117814493,263.35167643747,515.661078366858,282.006489838578,134.294145944416,184.605333636103,54.1762760262295,0,0,84.6450664363483,785.625501901355,0,0,0,0,0,0,2349.3793076548,352.407696217629,0,0,454.597517068597,0,29.0217257486514,0,0,0,0,44.4230380484714,0,232.309997485023,250.651667907239,0,0,0,0,0,0,0,0,0,5.04194662174789,121.704016967046,0,0,0,2992.22676337524,86.7659417472424,0,0,269.871897444813,0,104.379628921247,0,0,0,33.9951872396012,7.93633093518809,0,0,0,0,0,169.907650235729,0,0,0,0,0,105.290362058788,0,0,0,0,0,2391.50537961496,176.540738582221,0,50.1420048778083
"0332b017-17d5-4083-8fc4-9d6f8fdbbbde",2589.36673171821,0,555.213268655725,0,0,0,0,0,0,2.85161177373636,608.057540711641,0,0,49.6901211678857,150.11013917454,0,0,297.706222870198,0,88.5348471651829,0,26.4841754998158,0,0,0,0,0,0,0,7.8785906040651,0,158.038596452155,0,0,0,0,9.36407238795679,241.80703917707,151.180789111013,0,0,0,0,13.4143550083713,0,0,1153.93410226589,0,124.102277336106,0,0,0,14.603387333956,0,0,0,226.840754550883,0,0,0,0,0,0,0,0,0,0,77.2840440252533,199.058725353317,0,0,0,56.0297230085157,0,0,112.638451375631,0,0,0
"0363fe2c-d765-450e-8b1a-d13a23d9af2a",0,0,0,0,397.962836027436,72.8607998358051,19.0796263253185,0,0,22.3498395592853,0,0,0,1.72625603617805,0,0,0,0,0,0,0,0,0,0,0,6.63006169403264,0,0,0,0.00481812807794992,0,28.4743151471026,0,0,0,0,49.1408607160653,0,4.47684676126707,0,0,0,0,0,0,0,147.332079645041,0,0,0,0,0,0,0,0,0,12.0423036468569,9.6106780907926,0,0,0,0,0,4.41723276319244,0,0,0,23.2032030117005,0.867870353026808,0,0,0,6.99280691291871,0,0,0,0,9.64698348206474,0
"0385961e-ea99-40b2-ad79-6872bc30d8a1",496.341401702912,23.1562944699011,0,0,744.883020546761,20.367212283972,0,59.1576856043874,0,0,0,0,0,29.0452132628857,137.72628802351,6.13323553434412,0,0,14.3312196799669,0,151.334563949286,0,0,0,466.380775566494,19.4605169945506,0,0,0,5.03389216325557,16.147965236106,5.80075666272341,0,0,0,0,118.553247761376,0,0,0,2.31447461633078,0,0,0,0,0,513.927435777034,0,0,0,0,0,0,37.0677105882677,0,0,38.485546955971,0,0,0,0,0,0,0,8.68285827230651,0,0,3.08330393821481,0,0,0,0,0,0,0,148.086118349295,0,0,0
"03ad38a6-0902-4aaa-84a3-91ea88fa9883",309.520900303928,0,0,0,937.497500907057,362.859739966926,0,93.0068427564541,0,0,421.965053313899,968.244674699798,0,0,205.258897294294,0,0,0,0,0,53.8942743707333,0,0,0,41.2512816784414,75.7605544664584,0,0,0,0,0,0,0,0,0,0,98.4465755836223,36.8040998412722,23.8072146211384,0,0,0,0,0,0,0,439.514753157121,0,0,0,20.7470400186275,0,0,0,0,0,83.4231482916252,0,0,0,0,0,0,2.79677983228494,71.2342915849726,0,0,0,260.515765391479,0,0,0,0,0,0,0,0,0.615590829455524,0
"03b5268e-881e-49e7-824f-170c3fc8b11b",252.349990448616,0,0,0,253.315967918619,0,0,24.1018584508545,2.44209593043791,0,0,0,30.2927155719286,0,52.0337282215767,0,0,0,0,0,119.089354889888,0,0,0,118.097583631348,0,0,15.5763307615261,0,0,0,0,0,0,0,0,58.8490013466932,0,66.9134695984714,0,0,0,0,27.0050020591503,0,115.102706030632,151.836752298717,0,0,0,28.2849794870968,0,0,0,0,0,39.9587009034373,0,0,0,0,0,0,0,73.997819810791,0,0,0,49.5738076541806,0,0,0,5.1115412960486,0,0,0,22.9130582037365,0,0
"03c3c692-8a86-4843-85ae-e045f0fa6f88",1285.469186039,978.95378089095,196.556731317282,0,1049.0452585942,0,480.763710271291,0,84.6604738159007,58.330833758576,952.383466070964,27.7944361774826,130.44847998927,17.074835019177,0,0,0,0,482.924025974902,340.919596018421,365.740424113335,0,314.098499755369,1203.84748820494,0,188.560876127564,0,84.715678108866,0,0,0,628.504340175136,0,49.3160167486901,508.311905758658,0,63.8087763365625,0,510.641139051929,0,107.407960992318,115.680085425557,0,1.28595638996466,0,258.911383906562,3509.71215303815,1026.30131320902,0,175.962782062271,176.880016190972,0,640.013217844278,0,0,0,102.212057292061,0,0,0,0,13.1960088485034,0,0,453.790145687248,0,0,0,0,65.2803227304045,0,216.244916743844,0,23.8768226957816,0,111.366474019587,10.6427898444714,0,0
"03c88506-d72e-4a44-a34e-a7f0564f1799",85.8204210577197,168.361505185016,0,487.515158680631,2826.93889926787,57.6481343106097,0,0,0,63.3677984125859,694.151706568057,0,0,0,0,0,0,2.55770826229361,0,0,88.1785547661718,0,0,0,0,0,0,68.7551512307463,0,0,59.3768899728126,484.666518108428,0,0,0,0,0,0,0,0,7.17667425731525,0,0,0,0,0,2502.95075297169,0,0,0,0,0,0,54.0993000568837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83588426924411,926.005862977513,0,0,0
"03ced0ce-186a-4349-8d98-572c2bc90382",486.968140963097,14.9061918500674,0,0,0,0,82.7075039967203,0,0,27.901986317621,348.08134669092,12.8481625745535,12.8573672399621,53.9485527133886,7.25162995339549,0,2.15320762140744,167.956884891895,200.284149815811,0,161.551384287418,130.584478829949,0,31.4503791827069,0,78.0135684864248,0,5.22501027421842,17.9224837593387,0,21.2190376162205,89.7830836622795,0,6.67407833074517,0,41.550937101327,124.500554514968,0,58.4240403051342,0,0,0,68.126985684986,205.556137567054,6.48995935106854,395.087584280161,1070.41994067632,0,0,0,0,0,62.5581633975892,0,0,7.61327177101354,140.280402126344,64.4763535797315,0,0,0,0,0,63.9955290584684,12.7494744354262,8.43498249475282,0,31.3354846179843,0,61.2288859020812,117.38103220964,0,0,0,0,0,0,0,0
"03cff38d-7e29-4409-a508-749bddb1b3df",1027.88742468633,171.273340630701,0,0,0,259.532199297464,0,0,119.293130018161,0,1582.89508059093,0,136.91620840459,0,0,0,0,248.133882076632,522.357908437055,0,129.986444556306,0,0,0,972.737656656659,0,0,115.77049986079,0,0,0,0,0,253.873842355384,0,0,0,0,0,0,0,0,0,0,0,0,3329.34390038485,0,0,0,0,0,0,0,0,0,11.5097635177283,0,0,0,0,0,0,0,0,0,0,0,0,29.6984207741908,0,0,0,318.075478080503,0,397.203143573301,5398.80929056017,213.382410762847,0
"041e3b42-c623-11e3-bf01-24c6515278c0",50.3518878320932,69.2736199052975,0,0,532.98087506285,168.502778380319,0,0,0,44.5380437383054,615.969888871008,0,0,0,0,56.8966096909078,0,1680.0335388537,0,0,0,277.166921768565,0,50.864577320114,343.984110340194,219.50580915275,0,44.6751438853653,199.535388423756,0,44.1668977281708,113.848192424711,0,0,0,0,354.456883609196,0,27.3950019211286,0,27.2904261782847,0,70.1424108060596,198.987649422892,0,0,1047.59815248749,0,0,0,263.651208776515,0,0,0,0,0,0,0,17.6151166146085,0,0,0,0,0,54.7458086611835,0,0,40.4800000247234,0,0,0,0,0,0,12.0425018185949,1085.94811033486,190.302731481172,0,0
"04339769-517c-448d-a7ca-951f83608c60",526.191497988483,53.6637024971975,0,0,384.55555310314,0,0,0,0,0,448.003287829076,0,15.0346185196881,9.74600303869792,0,0,0,249.137358366932,51.8466446056744,28.2552957800156,11.3553852869937,89.1554646576264,0,0,0,0,0,20.1496101850295,0,28.1616398052251,0,0,0,4.26652679965065,0,0,38.7566134987488,185.023496079278,128.47080854012,0,0,0,0,4.69425470029524,0,34.8367112368697,71.0000652599854,54.9728475230049,0,0,18.9123994515366,0,203.55245227972,0,0,0,87.2790508482783,111.006418665757,0,0,0,0,3.22912403572956,0,11.9011174942321,15.6673397372119,0,32.9767509389836,54.302268347335,126.573000508435,0,98.3167893776668,6.31265692196785,0,0,0,30.5479543958044,0,0
"0448206f-3ade-4087-b1a9-4fb2d14e1367",270.948525591167,66.7470906779647,2070.17095765747,0,0,0,0,0,81.1192615221656,0,4523.15147779989,0,0,0,0,0,0,0,400.680600928287,301.068945990236,0,0,0,0,0,57.7796148728475,0,0,0,0,0,490.147481534045,0,0,0,0,0,0,532.771579965863,0,0,174.029190541519,0,0,0,1375.42725886107,4457.13649892276,331.372723108779,0,0,341.62128891003,0,152.308319527443,0,0,0,100.711092674639,0,0,0,0,0,0,0,489.822243316451,0,0,0,0,118.162030207614,103.524647807944,0,453.060997318188,44.4148592185631,0,0,0,322.307793982317,0
"046d7386-95c8-4501-9e55-c85bec272a7a",804.510737059798,104.590981242831,74.6676615296747,0,545.651084979929,62.3433188531744,106.912847017043,0,0,59.4184643860522,247.539950471366,0,0,4.68530947344457,129.437571495744,0,0,0,159.922383752399,0,126.335530826928,0,0,0,97.6697512470995,0,0,0,0,0,0,0,0,0,0,0,26.4721127826882,20.8473882910939,95.8710068882915,0,9.39993040418509,0,0,0,0,0,796.950569081761,0,0,0,0,0,0,0,0,0,62.9792088531321,0,0,20.0939906316849,0,0,0,0,84.1583921850622,0,0,0,108.452170137524,0,0,15.4294312031884,7.68546989865103,0,0,85.347040479385,0,0,0
"04aa6b77-8074-480c-872e-a1a47afa5314",0,30303.1247341929,0,0,0,0,528027.115806973,114225.223400893,45650.5657457127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10617.5876537848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16006.323409715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2103.88082258405,7050.493812499,0,0,0,0,0,0,0,0,0,0,0,0,0,0
