"","SBS1","SBS2","SBS3","SBS4","SBS5","SBS6","SBS7a","SBS7c","SBS8","SBS9","SBS10a","SBS10d","SBS11","SBS12","SBS13","SBS14","SBS15","SBS16","SBS17","SBS17a","SBS18","SBS19","SBS20","SBS22","SBS23","SBS24","SBS26","SBS28","SBS30","SBS31","SBS32","SBS33","SBS35","SBS38","SBS44","SBS52","SBS53","SBS57","SBS84","SBS87","SBS88","SBS90","SBS92","SBS93","SBS94","SBS95","SBS96","SBS97","SBS98","SBS99","SBS100","SBS101","SBS102","SBS103","SBS104","SBS105","SBS106","SBS107","SBS108","SBS109","SBS110","SBS111","SBS112","SBS113","SBS114","SBS115","SBS116","SBS117","SBS118","SBS119","SBS120","SBS121","SBS122","SBS123","SBS124","SBS125","SBS126","SBS127","SBS128","SBS129","SBS130","SBS131","SBS132","SBS133","SBS134","SBS135","SBS136","SBS137","SBS138","SBS139","SBS140","SBS141","SBS142","SBS143","SBS144","SBS145","SBS146","SBS147","SBS148","SBS149","SBS150","SBS151","SBS152","SBS153","SBS154","SBS155","SBS156","SBS157","SBS158","SBS159","SBS160","SBS161","SBS162","SBS163","SBS164","SBS165","SBS166","SBS167","SBS168","SBS169"
"00c27940-c623-11e3-bf01-24c6515278c0",0,488.937621589529,0,4052.60450330778,194.724173616936,0,0,0,0,0,0,0,0,2224.10564707196,50.772351590867,0,0,1109.07914571231,0,0,0,161.276181479432,143.512530725437,0,0,364.524215410292,0,254.476973453393,0,0,0,24.2992973033013,0,0,0,21.9933547706251,0,0,72.460223310965,0,0,0,3073.47069391669,0,204.980877299611,0,0,0,0,0,0,0,1025.54204680374,0,82.7657038546801,0,0,784.973030592561,0,0,0,0,546.827445589069,0,0,0,47.9969499120687,264.361202118238,0,0,0,0,0,0,0,140.87053612812,161.278376885858,0,0,0,0,0,0,65.8907603285167,0,0,0,0,0,0,0,0,0,0,0,0,317.455900804689,0,33.0577794979662,0,0,0,0,0,207.578721191004,0,0,0,233.225973101815,553.851779706754,0,0,0,0,59.5793857005966,0,350.284371046685,390.797071168699,0,0
"00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7",665.044171999183,398.487977061718,0,190.758688270333,1044.77365443804,149.111229065578,0,50.6262307087843,373.97520901218,0,0,31.7535253613383,0,0,301.783478326097,0,0,0,0,0,312.265573168565,0,0,0,0.0941793921581778,0,0,204.326614682838,0,0,0,0,0,0,0,9.97453123962479,0,0,0,0,0,0,313.32052287819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036.40121420696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.179348772241,0,3055.17412784752,0,0,0,0,163.407534139111,0,0,0,3.39040555934895,0,0,6.05539615370157,0,0,0,0,0,0,30.4328318501705,0,2.28132643650864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.043655752582,301.681602200128,0,0
"00db4dc2-3ec7-4ff9-9233-d69c8c8a607f",918.687735009281,29.7824265185691,1377.38245084312,0,0,0,0,0,0,0,0,0,0,0,989.16294379091,0,0,127.298495190557,0,0,478.306802797591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.1484424600922,0,0,0,0,1670.04903361006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.1841405673465,0,0,0,262.3564887868,0,0,236.785764533831,0,0,0,0,0,0,0,0,91.2414594266579,0,0,0,0,0,0,0,0,0,0,0,98.8185594315505,0,0,0,0,130.88633797398,0,0,0,0,0,0,0,0,0,0,0,0,0
"01658141-8398-4585-9f0f-8355dd9b0604",0,12826.0603007594,0,0,0,0,0,0,0,0,0,381.134907532772,0,0,9092.47307455523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.46675478875,0,0,0,0,0,0,0,0,104.76021361924,0,0,1228.03128500198,0,0,0,0,0,0,0,0,0,0,0,0,121.837643638046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.8398125027108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0168a2a6-c3af-4d58-a51c-d33f0fc7876d",291.639793145138,222.799901990307,0,0,0,0,0,7.35822544079797,140.594735612496,0,98.9225015556153,0,5.669768417141,0,228.000303959816,13.1076829589744,0,121.851308889249,0,5.59220629245127,0,88.6482924238451,0,0,0,0,0,167.849562224991,0,0,0,0,131.010311050231,0,0,55.5944561272331,0,0,0,0,0,0,846.315914075843,0,0,53.3746864727018,107.276510946861,0,0,0,178.164637476477,0,0,0,3.47511183016319,0,0,1344.91627639011,0,0,0,0,0,0,125.653187424488,0,0,0,0,79.5873767166622,0,0,0,0,0,1783.99591395691,0,0,0,0,372.861151700485,0,0,0,90.9660561895991,34.0983821761804,0,0,0,0,0,256.861742641109,0,0,0,95.7029113582807,0,0,0,0,71.2868396511731,0,41.3717116189434,0,0,0,0,696.580041384435,0,0,0,0,0,0,0,0,0,0,0,0
"0176cf1d-0760-4769-a493-277f4bb7585e",0,1650.28543790901,0,29443.6206444536,0,0,0,0,1379.38426398132,0,0,78.6919712757206,0,0,1370.85370253145,0,0,0,0,0,2184.38743301184,0,0,481.2399115562,0,236.020270657472,0,0,0,0,0,0,0,12.2068410248199,0,50.2727655329306,0,0,0,104.315369689498,0,0,0,0,1858.07560183137,0,107.58652966448,0,0,0,0,0,0,0,359.854981425787,0,0,45.2611022031624,961.509475527748,0,0,0,1111.49474318072,0,0,0,0,0,0,0,0,44.0274610618832,0,0,0,0,0,0,0,0,513.099421883933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.3503731747347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0192d529-7340-45d8-a5f0-249cbb11ca19",1124.23319475209,91.5084074335756,0,0,0,0,0,0,90.4806522262513,0,0,0.198432623553605,0,0,6.20894229663061,72.7416611361159,60.6135042697295,0,7.06072883484686,0,0,0,0,0,0,38.5947669249764,0,0,0,0,0,0,0,0,0,69.1543753534381,0,55.279204380688,0,0,21.6356019446837,0,0,128.073140536481,0,0,0,0,0,0,7.81938812845978,0,0,160.808515753128,0,0,0,0,0,0,0,0,0,0,1.90866691876756,0,0,0,30.6065686754312,0,0,73.655980452628,0,0,0,179.400154883279,0,19.2093104208133,0,0,0,0,0,0,0,0,0,0,7.75040887266328,45.7823480060928,0,0,0,0,0,0,135.725077844024,0,44.4472386793195,0,0,42.8809061474239,0,0,0,0,0,152.381868632916,0,0,45.2533687370432,0,0,0,0,0,134.194919970571,0,0,0
"01b0848c-ae36-4ade-a3da-d297b003c99f",1745.77568510077,1022.89006633889,7181.84708914076,0,0,0,282.459659797588,0,11229.0031589905,0,0,0,269.069055551829,0,1853.31486935582,199.353260259087,0,0,308.743828571563,112.187813307896,1375.15887781998,0,0,0,0,124.58376312991,0,476.559717614538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407.661004013834,0,12.9899035785307,200.645348322297,0,168.413625852811,399.416152425259,0,0,0,0,0,0,0,434.886349169483,0,333.146360456541,0,0,301.77634330183,0,0,0,0,0,0,0,0,476.675134091207,267.55302155588,0,0,0,0,0,120.139188107585,0,529.828598337299,0,0,9.31705239949129,0,0,296.249306754532,0,0,0,0,267.937067031774,0,812.529730375644,0,19.9156156728313,130.380082323078,0,0,0,0,0,0,0,0,804.633801364328,0,0,0,0,0,0,0,0,0,243.919934040747,0,0,560.006500794431,0
"01c8e465-2b4e-4519-bdef-c3ac06b43eeb",0,0,0,0,1095.48006534573,0,0,4.36197053786467,311.266391230075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0743142509485,0,0,0,0,0,0,0,0,0,0,0,0,96.6297495266726,0,16.2393383731929,0,0,0,0,210.937762391156,0,0,0,0,1.98490673867238,0,0,0,0,0,98.5357660725791,0,0,0,0,0,0,203.079206434298,0,716.067711391585,0,0,0,0,0,0,0,0,0,0,0,61.2187749570294,153.95436593806,0,0,0,0,0,0,0,0,0,0,0,240.023037439805,9.90404538578327,0,9.42196645012787,96.6213491301194,0,0,47.5205953596672,0,332.171379119822,0,0,0,78.4021364568808,0,0,362.524873258301,0
"01dc6872-c623-11e3-bf01-24c6515278c0",0,195.316380253174,0,0,173.204666915512,0,0,0,0,0,35.439954203188,0,0,2675.97651582988,108.960279206179,0,165.418847536408,814.349430047422,0,0,0,0,0,0,299.052839102347,13.8112945040282,0,94.4233609901287,142.220121190461,0,0,142.127906442818,0,0,0,20.6072578468487,0,0,0,0,0,0,1346.65573483842,0,0,0,0,0,0,0,410.934046662479,0,0,0,0,0,0,557.319096514957,0,0,342.451385275603,126.160500187081,222.592394027357,0,0,0,0,50.1735812819268,0,348.291017140305,0,0,0,477.469541862458,0,0,0,0,168.180914525988,0,0,0,0,0,85.8318530898713,0,0,4.6495654998383,0,0,0,0,0,0,119.837349328255,0,68.2281899626925,0,0,49.9198896800456,159.594009802718,0,0,0,0,0,0,0,48.3159396031647,0,0,0,438.148517720003,0,0,0,0,59.8578341882761,0,0
"01df36af-3617-40fc-9892-f54ce433cf71",518.658008538855,0,111.794480644985,0,537.385760473437,0,0,0,1165.51868813407,0,0,0,0,0,186.616321255956,0,68.504341971028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.3841907304722,0,0,0,0,0,0,0,86.8777683454529,0,757.6816116645,1.09079828190484,0,0,0,0,0,216.898473591284,0,67.8531931404501,0,0,0,0,0,0,0,0,0,0,0,5.47373687013813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632699691225589,56.8435946117949,0,372.572933027511,0,0,0,0,15.8656604508237,0,0,0,0,0,0,0,0,0,0,0,668.419787351718,0,0,149.357518246415,0,0,0,0,0,0,0,44.6937287444158,0
"020fab36-c7de-4933-b2bf-dc7b019a1326",2000.74513826841,59.9835402644944,1187.51211491184,8.9175217270229,309.029355082455,118.6984173924,0,0,0,0,0,0,0,0,733.389613938803,0,32.8085694186273,0,0,0,693.062946954258,0,0,0,0,4.4316659161433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130.89456876715,0,0,0,0,0,0,1301.93243048016,0,0,0,0,0,0,0,0,0,0,0,0,317.455703792625,0,0,0,0,0,0,0,0,0,118.04149279584,0,0,0,0,0,0,0,0,0,25.0751180480361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.2481786196989,0,326.687643716076,0,0,0,0,5.44182040969336,0,24.6165569506462,59.3980587205407,0,0
"0250e6f7-2538-4d1f-a8ff-ca34a7057dde",1984.55887941511,1097.0917891448,0,0,0,0,0,0,844.997610222721,541.892662178131,0,0,0,0,2361.60397621619,0,933.082313450522,0,9478.08514189564,1313.20510801307,2136.24216727428,0,0,0,0,50.7938783820788,0,0,0,0,0,0,0,0,0,116.686540192553,0,0,0,0,0,0,0,780.428284280978,0,827.804609240714,0,0,152.687368626266,0,0,0,0,0,0,0,0,886.840372349828,1219.0745506665,0,0,0,0.120140162237481,0,0,0,0,0,0,0,0,977.070942118747,0,0,570.924862025403,0,980.082028964498,1570.18746374836,0,0,0,0,0,0,0,12.235100225253,0,0,0,0,52.5314590051509,0,13.5866629176228,0,0,1037.93600116362,700.131413850002,0,0,283.751790381646,0,0,0,0,431.099844785442,0,0,804.008997676476,451.698097011219,0,0,0,0,0,0,0,0,0,0,0
"02917220-6a7a-46a1-8656-907e96bef88e",0,0,0,0,0,0,0,0,0,7407.09254176363,0,0,0,0,0,0,0,0,4266.16855216511,0,0,0,0,83.9774327586746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.7959187412922,255.627743817461,219.191946807813,0,0,0,0,0.227360148032816,425.481012600631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.967315473458,0,53.5286668518883,140.224037106528,0,0,0,0,0,816.752546327526,0,0,0,0,1473.33365164136,0,38.762674587243,0,0,207.525978512213,0,0,0,232.706699221524,0,0,0,0,0,792.493720556744,0,0,0,0,0,371.118165040912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7280.95892411429
"02c6a893-49c5-49d1-8eb1-195021e70d52",700.816514953127,398.646424124192,0,28.7574080909879,0,0,99.7793857104547,0,0,0,65.762550323878,0,0,0,137.220840747047,66.2934247355568,183.188775675365,0,0,0,150.920417880259,54.1927887276111,0,0,0,0,0,0,0,0,55.4712535159521,0,0,0,0,32.8898486763693,5.30041629994645,0,0,2.67462727663694,0,0,0,0,0,81.6861371273274,0.557021763292032,0,0,0,0,0,0,0,0,0,38.6903539744167,245.209824060218,207.216422489363,0,0,0,22.0936579925216,0,0,0,0,0,0,0,0,9.30368877243742,0,0,0,0,0,0,0,12.978592604914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.04809600417955,0,0,0,0,0,0,0,0,0,0,0,146.041250043638,94.2007193838482,32.8821450716574,0,0,0,0,0,0,0,0,18.3306040821776
"02c97e2b-914e-4afc-bf50-78f0cfbfa67b",1336.59566635817,0,0,0,378.381793790496,0,0,0,127.371190676961,0,35.748791540879,13.0339589474975,0,0,102.228898182009,59.9995623718313,0,0,0,0,0.186033829503513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.05188146246,0,0,0,0,194.772657417625,0,0,0,0,0,0,137.452036940538,0,0,0,0,30.512236655691,0,0,0,0,0,2.60003634814941,0,0,33.7769354303964,0,0,0,0,0,168.725419736134,0,0,198.355021445171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4577922990868,0,0,28.4013445807714,0,0,0,0,0,192.616478924725,0,0,0,0,128.62142149363,0,0,0,0,0,135.768038893008,85.4531455176452,0,0
"02e5c36f-5bec-45e2-a048-875653b85ca1",1665.37868334256,128.791463894634,0,19.5858527971006,0,0,0,0,21.5022012490591,0,0,0,0,0,94.4965689200799,0,0,0,0,0,257.187865823982,0,0,260.627635725552,0,0,0,0,0,0,0,0,0,0,0,9.84724792668062,0,14.225323677565,0,0,0,0,0,0,0,82.3761250305159,0,0,23.1571301542525,0,161.425017514832,0,0,0,0,0,0,70.7964813772485,0,0,632.357986220649,0,0,81.7637589012807,0,0,7.67298821713989,0,0,0,108.185537042208,0,178.078244933264,0,0,0,0,418.804950489958,0,0,229.254810489441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.6668692695727,0,49.198627881245,0,0,0,0,0,0,117.240474458847,0,0,0,0,0,0,146.187265221386,74.241071839847,0,0,0
"030695f6-c623-11e3-bf01-24c6515278c0",0,332.794507665789,616.98289251112,1275.94018688709,990.053812577834,0,0,0,0,0,0,42.9324356580108,0,1729.12799532661,646.88530649883,0,0,992.745180206859,0,0,92.4537022090627,0,0,0,48.3471485428201,79.2802264488174,0,0,0,0,0,0,87.7898141551267,0,0,17.2643264728681,0,0.673042177126146,0,0,57.3287798877965,0,2008.93874779974,339.629163501385,0,0,0,0,0,0,482.401321429515,0,410.458511639275,0,49.9202247349654,0,0,71.8656034289109,0,0,503.746276544373,0,231.611457921444,0,0,0,180.141396037769,235.506993980464,0,0,589.021285234056,117.250506843387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.875466936398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.559919023367,0,0,0,0,0,0,0,964.67828890354,0,0
"0332b017-17d5-4083-8fc4-9d6f8fdbbbde",4026.63012978355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.631173645325,0,0,0,0,0,0,1020.36784295359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.709610574879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0363fe2c-d765-450e-8b1a-d13a23d9af2a",0,0,0,0,425.992116794278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14552454944297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9341928434788,28.231947652691,141.678758996189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1064937086112,0,0,0,0,0,0,0,0
"0385961e-ea99-40b2-ad79-6872bc30d8a1",1190.49733021229,0,0,0,178.958030811547,0,0,0,0,0,8.85349994984003,21.1802997173565,0,0,46.5617744301176,0,26.8255724442173,16.3640476161977,0,0,345.944077220468,0,0,0,60.6304732957795,0,0,0,112.85299167786,0,0,0,0,0,0,0,0,0,0,0,0,0,189.889710499803,0,0,0,0,0,116.719660668868,0,203.937308386823,21.0562819378565,0,0,0,0,0,227.21646719326,170.513348684832,0,0,29.7807225327008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3725608694444,0,0,37.247557322003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0226327309461,0,0,0,0,0,0,0,0,30.8928692772551,0,9.11041351885687
"03ad38a6-0902-4aaa-84a3-91ea88fa9883",727.000477966688,0,0,0,792.108436406654,58.5145558300976,0,0,67.5293574891586,436.802541907903,0,0,0,0,0,205.04576009211,0,0,0,0,33.0355060039954,0,0,0,37.9363622426174,0,0,8.23116917526488,0,35.0967253578972,0,0,0,0,0,0,0,0.54731498311777,0,0,53.0517458440737,0,0,0,0,0.969475232920141,0,0,0,0,0,372.159763295217,0,0,0,0,0,155.287313800831,3.23173236283723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506.925998747756,0,0,440.688987781229,0,0,0,0,13.2682953444445,24.638283944277,9.02903809891141,0,0,3.3798302204155,0,0,26.742320330668,0,0,0,0,0,62.7994819874099,0,0,0,0,3.08991861177524,0,0,0,7.12287940226312,0,0,0,0,0,0,12.4118730599532,59.4044290343315,595.015196631975,0,172.940957786608
"03b5268e-881e-49e7-824f-170c3fc8b11b",613.087283742005,0,0,0,0,0,0,0,0,0,35.9907234457113,0,37.6766316880616,0,0,20.3411345114282,65.3776251990073,0,0,0,106.40329318671,0,0,0,0,0,0,0,0,0,16.2052443793476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9682113118419,0,38.2217279964502,0,0,0,0,0,0,89.0933665162399,0,0,0,0,0,0,0,0,6.27870904281685,0,8.87237004774177,0,0,0,0,0,0,0,312.034065165808,0,0,0,0,83.0371773274617,0,0,0,0,13.9646144893691,0.650927781101117,0,0.215663801097127,41.9044695907817,0,0,0,0,0,0,0,0,0,0,0,0,27.1858971237334,0,0,25.7364356887867,0,0,40.4549727190097,110.479773780439,9.94932914707989,0,0,0,0,98.349723942867,0,0,0
